Parameter Name,Value
General Information,
Sample name:,2762
Start of measurement:,03*09*2014 14:41:19
Stop of measurement:,17*09*2014 13:41:19
Duration of Measurements:,13 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,358
Empty soil sampling ring weight [g]:,193
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.6
Scale [g]:,0.06
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,764
Sensor unit name:,MY-HYPROP-MK
Firmware Version:,NaN
Scale Information,
Serial number:,
Scale name:,
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,03*09*2014 14:41:19
Tension top Air Entry Point,15*09*2014 02:11:19
Tension bottom Air Entry Point,15*09*2014 23:11:19
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.374176638193399
Dry soil weight [g]:,399.85
Additional Soil Paramters,
Density [g/cm3]:,1.61
Porosity [-]:,0.39
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,PDI-variant of the bimodal constrained van Genuchten model 
Notes,
texture,
plot,
depth,
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C]
12*09*2014 16:41:19,739.72,1418.77,20.22
12*09*2014 17:11:19,752.63,1443.83,20.29
12*09*2014 17:41:19,765.74,1471.81,20.39
12*09*2014 18:11:19,778.53,1496.51,20.56
12*09*2014 18:41:19,791.25,1521.83,20.79
12*09*2014 19:11:19,802.01,1542.93,21.35
12*09*2014 19:41:19,819.18,1571.75,21.48
12*09*2014 20:11:19,834.93,1595,21.49
12*09*2014 20:41:19,850.96,1612.58,21.45
12*09*2014 21:11:19,867.3,1639.2,21.38
12*09*2014 21:41:19,884.14,1672.26,21.29
12*09*2014 22:11:19,901.11,1691.35,21.22
12*09*2014 22:41:19,918.09,1717.03,21.14
12*09*2014 23:11:19,935.38,1749.62,21.06
12*09*2014 23:41:19,952.83,918.5,20.99
13*09*2014 00:11:19,969.04,905.42,20.9
13*09*2014 00:41:19,987.37,912.59,20.83
13*09*2014 01:11:19,1004.69,894.22,20.78
13*09*2014 01:41:19,1023.03,875.01,20.74
13*09*2014 02:11:19,1041.06,856.72,20.7
13*09*2014 02:41:19,1059.56,840.79,20.65
13*09*2014 03:11:19,1078.29,826.89,20.62
13*09*2014 03:41:19,1097.2,814.54,20.58
13*09*2014 04:11:19,1116.18,809.11,20.55
13*09*2014 04:41:19,1135.91,804.07,20.51
13*09*2014 05:11:19,1155.28,795.93,20.48
13*09*2014 05:41:19,1175.26,784.45,20.44
13*09*2014 06:11:19,1195.14,779.76,20.41
13*09*2014 06:41:19,1215.61,775.52,20.38
13*09*2014 07:11:19,1235.87,771.4,20.35
13*09*2014 07:41:19,1257.03,767.58,20.31
13*09*2014 08:11:19,1278.17,763.69,20.28
13*09*2014 08:41:19,1299.08,759.84,20.25
13*09*2014 09:11:19,1320.54,756.25,20.23
13*09*2014 09:41:19,1342.21,752.59,20.21
13*09*2014 10:11:19,1364.01,749.04,20.2
13*09*2014 10:41:19,1385.73,745.27,20.19
13*09*2014 11:11:19,1407.2,741.75,20.22
13*09*2014 11:41:19,1429.05,738.09,20.26
13*09*2014 12:11:19,1450.99,734.49,20.32
13*09*2014 12:41:19,1473.09,730.86,20.39
13*09*2014 13:11:19,1495.32,727.07,20.46
13*09*2014 13:41:19,1517.41,723.44,20.51
13*09*2014 14:11:19,1541.38,719.84,20.55
13*09*2014 14:41:19,1564.28,716.22,20.59
13*09*2014 15:11:19,1587.51,712.8,20.63
13*09*2014 15:41:19,1611.02,709.4,20.66
13*09*2014 16:11:19,1634.93,706.08,20.7
13*09*2014 16:41:19,1658.7,702.64,20.75
13*09*2014 17:11:19,1682.14,699.35,20.83
13*09*2014 17:41:19,1705.82,695.99,20.94
13*09*2014 18:11:19,1730.53,692.55,21.06
13*09*2014 18:41:19,1755.86,689.26,21.16
13*09*2014 19:11:19,1780.36,685.97,21.31
13*09*2014 19:41:19,1807.6,683.01,21.35
13*09*2014 20:11:19,1835.22,680.41,21.34
13*09*2014 20:41:19,1862.99,677.9,21.33
13*09*2014 21:11:19,1890.67,675.36,21.3
13*09*2014 21:41:19,1918.91,672.74,21.28
13*09*2014 22:11:19,1947.59,670.13,21.23
13*09*2014 22:41:19,1975.83,667.63,21.2
13*09*2014 23:11:19,2005.21,665.15,21.12
13*09*2014 23:41:19,2033.84,662.62,21.08
14*09*2014 00:11:19,2064.11,660.26,21.01
14*09*2014 00:41:19,2093.22,657.86,20.98
14*09*2014 01:11:19,2123.24,655.41,20.94
14*09*2014 01:41:19,2153.82,652.87,20.89
14*09*2014 02:11:19,2184.7,650.4,20.86
14*09*2014 02:41:19,982.04,647.97,20.82
14*09*2014 03:11:19,982.7,645.52,20.78
14*09*2014 03:41:19,965.18,643.34,20.75
14*09*2014 04:11:19,960.33,641.18,20.71
14*09*2014 04:41:19,959.29,638.89,20.68
14*09*2014 05:11:19,958.99,636.59,20.65
14*09*2014 05:41:19,957.3,634.42,20.63
14*09*2014 06:11:19,952.56,632.1,20.6
14*09*2014 06:41:19,948.13,629.92,20.58
14*09*2014 07:11:19,944.05,627.8,20.55
14*09*2014 07:41:19,940.28,625.91,20.53
14*09*2014 08:11:19,936.58,623.9,20.51
14*09*2014 08:41:19,932.92,621.8,20.48
14*09*2014 09:11:19,929.55,619.88,20.46
14*09*2014 09:41:19,926.08,617.78,20.44
14*09*2014 10:11:19,922.88,615.82,20.44
14*09*2014 10:41:19,919.8,613.94,20.44
14*09*2014 11:11:19,916.72,611.96,20.45
14*09*2014 11:41:19,913.59,609.93,20.47
14*09*2014 12:11:19,910.44,607.77,20.49
14*09*2014 12:41:19,907.36,605.61,20.51
14*09*2014 13:11:19,904.22,603.37,20.57
14*09*2014 13:41:19,901.18,601.12,20.62
14*09*2014 14:11:19,898.16,598.96,20.67
14*09*2014 14:41:19,895.26,596.85,20.7
14*09*2014 15:11:19,892.23,594.59,20.74
14*09*2014 15:41:19,889.33,592.45,20.77
14*09*2014 16:11:19,886.53,590.41,20.81
14*09*2014 16:41:19,883.69,588.33,20.85
14*09*2014 17:11:19,880.91,586.27,20.9
14*09*2014 17:41:19,878.21,584.26,20.95
14*09*2014 18:11:19,875.5,582.2,21.02
14*09*2014 18:41:19,872.94,580.32,21.08
14*09*2014 19:11:19,869.67,577.85,21.35
14*09*2014 19:41:19,867.51,576.05,21.38
14*09*2014 20:11:19,865.38,574.5,21.32
14*09*2014 20:41:19,863.46,573.18,21.27
14*09*2014 21:11:19,861.43,571.69,21.23
14*09*2014 21:41:19,859.37,570.16,21.19
14*09*2014 22:11:19,857.34,568.77,21.14
14*09*2014 22:41:19,855.24,567.13,21.1
14*09*2014 23:11:19,853.2,565.62,21.03
14*09*2014 23:41:19,851.27,563.83,20.99
15*09*2014 00:11:19,849.26,562.05,20.94
15*09*2014 00:41:19,847.15,560.03,20.91
15*09*2014 01:11:19,845.24,558.21,20.88
15*09*2014 01:41:19,843.38,554.79,20.85
15*09*2014 02:11:19,841.43,540.86,20.82
15*09*2014 02:41:19,839.52,519.42,20.79
15*09*2014 03:11:19,837.55,490.62,20.76
15*09*2014 03:41:19,835.66,451.47,20.73
15*09*2014 04:11:19,833.82,405.57,20.69
15*09*2014 04:41:19,831.9,348.19,20.66
15*09*2014 05:11:19,830.09,272.85,20.63
15*09*2014 05:41:19,828.27,189.83,20.6
15*09*2014 06:11:19,826.45,108.38,20.56
15*09*2014 06:41:19,824.53,50.56,20.53
15*09*2014 07:11:19,822.9,19.94,20.51
15*09*2014 07:41:19,821.37,7.34,20.49
15*09*2014 08:11:19,819.77,3.4,20.47
15*09*2014 08:41:19,818.07,2.32,20.46
15*09*2014 09:11:19,816.45,1.75,20.45
15*09*2014 09:41:19,813.93,1.47,20.58
15*09*2014 10:11:19,812.42,1.27,20.61
15*09*2014 10:41:19,810.92,1.14,20.62
15*09*2014 11:11:19,809.28,0.99,20.62
15*09*2014 11:41:19,807.63,0.92,20.62
15*09*2014 12:11:19,805.87,0.88,20.63
15*09*2014 12:41:19,803.92,0.89,20.65
15*09*2014 13:11:19,802.17,0.85,20.66
15*09*2014 13:41:19,800.41,0.86,20.68
15*09*2014 14:11:19,798.63,0.84,20.71
15*09*2014 14:41:19,796.95,0.83,20.74
15*09*2014 15:11:19,795.18,0.81,20.79
15*09*2014 15:41:19,793.2,0.8,20.88
15*09*2014 16:11:19,791.62,0.8,20.97
15*09*2014 16:41:19,789.98,0.8,21.03
15*09*2014 17:11:19,788.21,0.81,21.1
15*09*2014 17:41:19,786.7,0.8,21.17
15*09*2014 18:11:19,785,0.79,21.25
15*09*2014 18:41:19,783.41,0.79,21.33
15*09*2014 19:11:19,781.8,0.8,21.41
15*09*2014 19:41:19,780.18,0.8,21.48
15*09*2014 20:11:19,778.82,0.79,21.55
15*09*2014 20:41:19,777.4,0.79,21.58
15*09*2014 21:11:19,776.06,0.79,21.6
15*09*2014 21:41:19,774.03,0.79,21.59
15*09*2014 22:11:19,769.19,0.79,21.58
15*09*2014 22:41:19,757.7,0.78,21.57
15*09*2014 23:11:19,736.49,0.78,21.56
15*09*2014 23:41:19,704.2,0.78,21.55
16*09*2014 00:11:19,656.45,0.77,21.53
16*09*2014 00:41:19,595.59,0.77,21.51
16*09*2014 01:11:19,517.31,0.77,21.48
16*09*2014 01:41:19,424.9,0.77,21.45
16*09*2014 02:11:19,323.34,0.77,21.44
16*09*2014 02:41:19,226.26,0.76,21.42
16*09*2014 03:11:19,144.48,0.76,21.4
16*09*2014 03:41:19,81.34,0.76,21.37
16*09*2014 04:11:19,41.02,0.76,21.35
16*09*2014 04:41:19,18.86,0.76,21.33
16*09*2014 05:11:19,8.56,0.76,21.32
16*09*2014 05:41:19,4.64,0.75,21.31
16*09*2014 06:11:19,3.4,0.76,21.28
16*09*2014 06:41:19,3.27,0.76,21.26
16*09*2014 07:11:19,2.77,0.76,21.24
16*09*2014 07:41:19,2.07,0.75,21.22
16*09*2014 08:11:19,1.64,0.75,21.19
16*09*2014 08:41:19,1.34,0.76,21.17
16*09*2014 09:11:19,1.27,0.75,21.16
16*09*2014 09:41:19,1.13,0.75,21.25
16*09*2014 10:11:19,1.02,0.73,21.26
16*09*2014 10:41:19,0.96,0.74,21.36
16*09*2014 11:11:19,0.96,0.75,21.51
16*09*2014 11:41:19,0.88,0.74,21.66
16*09*2014 12:11:19,0.91,0.75,21.96
16*09*2014 12:41:19,0.95,0.75,22.01
16*09*2014 13:11:19,0.95,0.76,21.93
16*09*2014 13:41:19,0.94,0.75,21.85
16*09*2014 14:11:19,0.91,0.75,21.79
16*09*2014 14:41:19,0.9,0.74,21.73
16*09*2014 15:11:19,0.9,0.75,21.7
16*09*2014 15:41:19,0.88,0.75,21.67
16*09*2014 16:11:19,0.89,0.78,21.73
16*09*2014 16:41:19,0.88,0.74,21.89
16*09*2014 17:11:19,0.86,0.75,22
16*09*2014 17:41:19,0.84,0.75,22.13
16*09*2014 18:11:19,0.85,0.76,22.31
16*09*2014 18:41:19,0.85,0.77,22.53
16*09*2014 19:11:19,0.87,0.76,22.72
16*09*2014 19:41:19,0.87,0.75,22.78
16*09*2014 20:11:19,0.88,0.76,22.77
16*09*2014 20:41:19,0.87,0.75,22.71
16*09*2014 21:11:19,0.88,0.76,22.63
16*09*2014 21:41:19,0.86,0.76,22.54
16*09*2014 22:11:19,0.87,0.75,22.46
16*09*2014 22:41:19,0.87,0.75,22.37
16*09*2014 23:11:19,0.86,0.74,22.29
16*09*2014 23:41:19,0.86,0.74,22.21
17*09*2014 00:11:19,0.86,0.74,22.12
17*09*2014 00:41:19,0.86,0.74,22.07
17*09*2014 01:11:19,0.85,0.73,22
17*09*2014 01:41:19,0.86,0.73,21.96
17*09*2014 02:11:19,0.85,0.73,21.91
17*09*2014 02:41:19,0.85,0.72,21.88
17*09*2014 03:11:19,0.85,0.72,21.84
17*09*2014 03:41:19,0.84,0.72,21.8
17*09*2014 04:11:19,0.85,0.72,21.76
17*09*2014 04:41:19,0.85,0.72,21.72
17*09*2014 05:11:19,0.84,0.72,21.68
17*09*2014 05:41:19,0.85,0.71,21.64
17*09*2014 06:11:19,0.85,0.71,21.6
17*09*2014 06:41:19,0.78,0.65,21.57
17*09*2014 07:11:19,0.78,0.64,21.53
17*09*2014 07:41:19,0.78,0.64,21.48
17*09*2014 08:11:19,0.78,0.63,21.44
17*09*2014 08:41:19,0.78,0.65,21.42
17*09*2014 09:11:19,0.78,0.62,21.4
17*09*2014 09:41:19,0.77,0.61,21.4
17*09*2014 10:11:19,0.85,0.72,21.4
17*09*2014 10:41:19,0.84,0.69,21.55
17*09*2014 11:11:19,0.84,0.7,21.61
17*09*2014 11:41:19,0.84,0.7,21.65
17*09*2014 12:11:19,0.85,0.7,21.69
17*09*2014 12:41:19,0.84,0.69,21.72
17*09*2014 13:11:19,0.85,0.7,21.76
17*09*2014 13:41:19,0.85,0.71,21.8
17*09*2014 14:11:19,0.85,0.71,22.16
Date / Time,Gross weight [g],Net weight [g],Weight change [g]
03*09*2014 14:42:09,1044.01,493.01,0
04*09*2014 09:00:39,1037.91,486.91,-6.1
04*09*2014 13:18:31,1036.89,485.89,-7.12
04*09*2014 16:15:00,1036.19,485.19,-7.82
05*09*2014 09:12:29,1032.58,481.58,-11.43
05*09*2014 13:24:51,1031.52,480.52,-12.49
05*09*2014 16:09:48,1030.9,479.9,-13.11
08*09*2014 08:51:28,1017.21,466.21,-26.8
08*09*2014 14:57:24,1015.8,464.8,-28.21
09*09*2014 09:23:11,1010.02,459.02,-33.99
09*09*2014 13:56:53,1008.73,457.73,-35.28
09*09*2014 16:14:38,1007.92,456.92,-36.09
10*09*2014 08:54:25,1002.83,451.83,-41.18
10*09*2014 15:28:07,1001.02,450.02,-42.99
11*09*2014 09:18:41,996.09,445.09,-47.92
11*09*2014 15:21:32,994.85,443.85,-49.16
12*09*2014 09:02:24,990.87,439.87,-53.14
12*09*2014 14:20:39,989.67,438.67,-54.34
15*09*2014 09:17:32,977.05,426.05,-66.96
15*09*2014 15:33:28,976.13,425.13,-67.88
16*09*2014 09:21:52,973.51,422.51,-70.5
16*09*2014 16:10:03,972.58,421.58,-71.43
17*09*2014 10:10:26,970.48,419.48,-73.53
17*09*2014 14:19:30,970.06,419.06,-73.95
Date / Time,Tension bottom [hPa],Tension top [hPa],Net weight [g]
03*09*2014 14:41:19,-4.13079988956451,-1.14829969406128,493.015716306001
03*09*2014 14:42:41,-4.11335407974978,-1.30034447133513,493.006305983577
03*09*2014 14:46:49,-3.92613036180407,-1.14332583483697,492.978105940957
03*09*2014 14:53:41,-3.69441615107631,-0.997434665441708,492.931208792668
03*09*2014 15:03:18,-3.37121703608195,-0.738304870925833,492.865768364821
03*09*2014 15:15:40,-3.0635852850902,-0.444673274453643,492.78199889795
03*09*2014 15:30:48,-2.57468581271186,-0.0423703204983119,492.680173931
03*09*2014 15:48:39,-1.95847847002362,0.464706513945032,492.560624866444
03*09*2014 16:09:16,-1.21995168311205,1.34703438581489,492.423739216542
03*09*2014 16:32:38,-0.243633912381189,2.3446515461581,492.269958530741
03*09*2014 16:58:45,0.813273877157068,3.40379188844776,492.099776004201
03*09*2014 17:27:37,1.9069685915688,4.52161090087078,491.913733767476
03*09*2014 17:59:13,3.12271214870654,5.7550376812952,491.712419857317
03*09*2014 18:33:35,4.50723569659696,7.17115982656722,491.496464868623
03*09*2014 19:10:41,5.31508866679891,7.9289435007445,491.266538287526
03*09*2014 19:50:33,6.75328825445681,9.28740817399454,491.023344505614
03*09*2014 20:33:09,7.18844126075454,9.68823584907052,490.767618515292
03*09*2014 21:18:30,10.1986538722283,12.8137173507797,490.500121286283
03*09*2014 22:06:36,6.05965015145338,8.80491855611222,490.221634823262
03*09*2014 22:57:27,4.68124783147394,7.46621834416807,489.932956904635
03*09*2014 23:51:03,6.98223619003222,9.81582705992252,489.634895502447
04*09*2014 00:47:24,9.38500914510484,12.3430053551342,489.328262883437
04*09*2014 01:46:30,12.0762983933387,14.8541569482016,489.013869391224
04*09*2014 02:48:21,12.6184633265899,15.3826210593334,488.692516909634
04*09*2014 03:52:56,12.1747037384138,14.9313896262461,488.364992007166
04*09*2014 05:00:17,14.7521931741974,17.5353401891463,488.03205876259
04*09*2014 06:10:23,16.8144179485254,19.8182132567064,487.694451271693
04*09*2014 07:23:13,18.776135059201,21.6513685676322,487.352865835151
04*09*2014 08:38:48,21.5666630598579,24.4994238841123,487.007952827549
04*09*2014 09:57:09,22.3401517873966,25.2642717763616,486.669065697136
04*09*2014 11:18:14,25.0622497797438,28.0206033931112,486.350765763012
04*09*2014 12:42:04,26.8369538742411,29.7499713912095,486.032102095435
04*09*2014 14:08:39,28.1519979990182,31.1193378305,485.689530919171
04*09*2014 15:37:59,31.4562639232448,34.4608625619491,485.332848925471
04*09*2014 17:10:04,33.6559774006984,36.7066387950109,484.983411385706
04*09*2014 18:44:54,36.3475349736937,39.4845938866311,484.638018791884
04*09*2014 20:22:28,38.3018401538873,41.4514024002902,484.29345175651
04*09*2014 22:02:48,40.3359893270716,43.5418869487488,483.947202693469
04*09*2014 23:45:53,42.1233644863628,45.3072321036367,483.596209371052
05*09*2014 01:31:42,43.9361479163168,47.134756995575,483.236814577838
05*09*2014 03:20:16,45.5709926080194,48.7829977205547,482.864724683539
05*09*2014 05:11:36,46.589339326528,50.0548055386724,482.474967094794
05*09*2014 07:05:40,48.232942033646,51.4440722019676,482.061846605927
05*09*2014 09:02:29,49.6291212480503,52.8466098667622,481.618900644651
05*09*2014 11:02:03,50.7074729137359,54.2315274551454,481.123071607008
05*09*2014 13:04:22,52.5856983482662,56.1897710156421,480.602096439482
05*09*2014 15:09:26,53.6967749959867,57.1465576319606,480.122097199194
05*09*2014 17:17:15,54.9044114925973,58.6239840601354,479.652651857875
05*09*2014 19:27:49,56.2820603376232,59.9741623008078,479.177119749698
05*09*2014 21:41:08,57.5077731387627,61.269968568604,478.695598798983
05*09*2014 23:57:11,58.6458385264958,62.5767222016416,478.208000356511
06*09*2014 02:16:00,59.7096476091476,63.8184895441175,477.714198888886
06*09*2014 04:37:33,60.7013835791694,64.9113709558618,477.214029832221
06*09*2014 07:01:52,61.6585597537996,66.096429621949,476.707287402476
06*09*2014 09:28:55,62.6128358405288,67.2085079255121,476.193722362428
06*09*2014 11:58:43,63.4076956516956,68.234705213406,475.673039745285
06*09*2014 14:31:17,64.2606772468473,69.2882433032834,475.144896534935
06*09*2014 17:06:35,65.2290655962178,70.6526735251709,474.608899302848
06*09*2014 19:44:38,66.416694441921,72.1067167095218,474.0646018016
06*09*2014 22:25:26,67.270019241622,73.4967189414631,473.511502515055
07*09*2014 01:08:58,68.560575014457,75.0182526075723,472.949042165174
07*09*2014 03:55:16,69.707115083395,76.7402270198389,472.37660117547
07*09*2014 06:44:19,71.044440220564,78.5778020467802,471.793497091107
07*09*2014 09:36:07,72.4895995168873,80.762587064992,471.198981955627
07*09*2014 12:30:39,73.7098440926295,82.3934008157419,470.592239644334
07*09*2014 15:27:57,75.2423856690724,84.0432340123241,469.972383154302
07*09*2014 18:27:59,76.7110707896206,86.6551970806707,469.338451851036
07*09*2014 21:30:46,78.4018638224592,89.4101865653204,468.689408671763
08*09*2014 00:36:18,80.4744953660724,91.4981515556746,468.024137285375
08*09*2014 03:44:36,82.2016116492873,94.1569087751477,467.341439208996
08*09*2014 06:55:38,84.1552133196066,96.6837363323615,466.640030881207
08*09*2014 10:09:25,86.2515808012369,100.193199094922,465.921891456816
08*09*2014 13:25:57,88.7500675562319,103.631411416864,465.178882318067
08*09*2014 16:45:13,90.589444365675,107.264198885128,464.312419307055
08*09*2014 20:07:15,93.0712522207957,112.799751624275,463.304870342984
08*09*2014 23:32:02,96.5203869367529,120.491632533324,462.201338150709
09*09*2014 02:59:33,100.194669950854,128.579519098364,461.050994628844
09*09*2014 06:29:50,104.015665912508,137.05431368483,459.907195686374
09*09*2014 10:02:51,107.749173380978,146.099808581961,458.830285143794
09*09*2014 13:38:38,112.303198324042,156.603288824277,457.8249730549
09*09*2014 17:17:09,116.520257762034,171.543554049125,456.574959047594
09*09*2014 20:58:25,122.795821391983,191.211021408516,455.390238165316
10*09*2014 00:42:26,129.970253106968,214.98465499054,454.239871621852
10*09*2014 04:29:13,138.127393339714,238.517789944374,453.113860094749
10*09*2014 08:18:44,147.272863821389,263.870610707027,452.001356614621
10*09*2014 12:10:59,157.205211146202,293.179146455248,450.916641711891
10*09*2014 16:06:00,169.139939166582,328.661616435964,449.844689465088
10*09*2014 20:03:46,184.344047098471,380.436415085688,448.710441800412
11*09*2014 00:04:17,202.76569465071,442.668069617558,447.543759425869
11*09*2014 04:07:32,225.678952786024,505.122451264296,446.401731833827
11*09*2014 08:13:33,254.423147273985,567.694912710191,445.345401297646
11*09*2014 12:22:18,286.270678112049,612.274651601097,444.450051348926
11*09*2014 16:33:49,324.107017557364,674.872176464635,443.591543627074
11*09*2014 20:48:04,370.346096034062,752.608605119084,442.657331699705
12*09*2014 01:05:04,427.372338953963,860.622330199816,441.686257477927
12*09*2014 05:24:49,496.634785483752,998.248701647238,440.694989452708
12*09*2014 09:47:19,578.486925753365,1157.05693090522,439.699489102726
12*09*2014 14:12:34,677.810529695401,1317.68559747311,438.698453145756
12*09*2014 18:40:34,790.957671328962,1521.25563660328,437.760028440787
12*09*2014 23:11:19,935.379190325738,1749.62172937394,436.82270690072
15*09*2014 02:11:19,4842.09748464309,8800.00019073486,427.209736465501
pF [-],Water Content [Vol%],Weight [-]
-0.035,37.08,
0.374,37.01,
0.564,36.93,
0.704,36.85,
0.793,36.76,
0.866,36.67,
0.919,36.57,
1.004,36.46,
0.98,36.35,
0.829,36.24,
0.86,36.12,
0.987,36,
1.09,35.87,
1.144,35.75,
1.145,35.62,
1.178,35.48,
1.243,35.35,
1.292,35.21,
1.342,35.07,
1.377,34.94,
1.409,34.8,
1.446,34.68,
1.47,34.54,
1.503,34.4,
1.54,34.26,
1.571,34.12,
1.598,33.98,
1.62,33.85,
1.64,33.71,
1.658,33.56,
1.674,33.42,
1.687,33.26,
1.699,33.1,
1.712,32.93,
1.723,32.74,
1.736,32.54,
1.748,32.34,
1.757,32.15,
1.767,31.96,
1.777,31.76,
1.786,31.57,
1.795,31.37,
1.802,31.17,
1.81,30.97,
1.817,30.76,
1.823,30.56,
1.83,30.35,
1.836,30.13,
1.844,29.92,
1.852,29.7,
1.86,29.47,
1.868,29.24,
1.877,29.01,
1.887,28.78,
1.896,28.53,
1.904,28.29,
1.914,28.04,
1.925,27.78,
1.937,27.51,
1.947,27.24,
1.958,26.97,
1.97,26.68,
1.983,26.39,
1.996,26.06,
2.011,25.69,
2.03,25.26,
2.052,24.81,
2.074,24.35,
2.096,23.9,
2.119,23.49,
2.145,23.03,
2.177,22.54,
2.213,22.08,
2.25,21.62,
2.286,21.17,
2.322,20.73,
2.361,20.3,
2.407,19.85,
2.459,19.39,
2.512,18.93,
2.563,18.49,
2.61,18.09,
2.655,17.74,
2.705,17.38,
2.762,17,
2.825,16.6,
2.89,16.21,
2.954,15.8,
3.017,15.42,
3.791,11.18,
pF [-],log 10 K [cm/d],Weight [-]
1.86,-1.5,
1.868,-1.55,
1.877,-1.6,
1.887,-1.65,
1.896,-1.69,
1.904,-1.71,
1.914,-1.74,
1.925,-1.8,
1.937,-1.83,
1.947,-1.85,
1.958,-1.88,
1.97,-1.91,
1.983,-1.95,
1.996,-1.94,
2.011,-1.95,
2.03,-2.01,
2.052,-2.08,
2.074,-2.17,
2.096,-2.27,
2.119,-2.37,
2.145,-2.37,
2.177,-2.49,
2.213,-2.61,
2.25,-2.71,
2.286,-2.79,
2.322,-2.87,
2.361,-2.95,
2.407,-3.02,
2.459,-3.1,
2.512,-3.19,
2.563,-3.29,
2.61,-3.4,
2.655,-3.44,
2.705,-3.45,
2.762,-3.48,
2.825,-3.54,
2.89,-3.6,
2.954,-3.66,
3.017,-3.74,
3.791,-4.58,
Water Content [Vol%],log 10 K [cm/d]
29.47,-1.5
29.24,-1.55
29.01,-1.6
28.78,-1.65
28.53,-1.69
28.29,-1.71
28.04,-1.74
27.78,-1.8
27.51,-1.83
27.24,-1.85
26.97,-1.88
26.68,-1.91
26.39,-1.95
26.06,-1.94
25.69,-1.95
25.26,-2.01
24.81,-2.08
24.35,-2.17
23.9,-2.27
23.49,-2.37
23.03,-2.37
22.54,-2.49
22.08,-2.61
21.62,-2.71
21.17,-2.79
20.73,-2.87
20.3,-2.95
19.85,-3.02
19.39,-3.1
18.93,-3.19
18.49,-3.29
18.09,-3.4
17.74,-3.44
17.38,-3.45
17,-3.48
16.6,-3.54
16.21,-3.6
15.8,-3.66
15.42,-3.74
11.18,-4.58
pF [-],Water Content [Vol%]
-3,37.19
-2.98,37.19
-2.96,37.19
-2.94,37.19
-2.92,37.19
-2.9,37.19
-2.88,37.19
-2.86,37.19
-2.84,37.19
-2.82,37.19
-2.8,37.19
-2.78,37.19
-2.76,37.19
-2.739,37.19
-2.719,37.19
-2.699,37.19
-2.679,37.19
-2.659,37.19
-2.639,37.18
-2.619,37.18
-2.599,37.18
-2.579,37.18
-2.559,37.18
-2.539,37.18
-2.519,37.18
-2.499,37.18
-2.479,37.18
-2.459,37.18
-2.439,37.18
-2.419,37.18
-2.399,37.18
-2.379,37.18
-2.359,37.18
-2.339,37.18
-2.319,37.18
-2.299,37.18
-2.279,37.18
-2.259,37.18
-2.238,37.18
-2.218,37.18
-2.198,37.18
-2.178,37.18
-2.158,37.18
-2.138,37.18
-2.118,37.18
-2.098,37.18
-2.078,37.18
-2.058,37.18
-2.038,37.18
-2.018,37.18
-1.998,37.18
-1.978,37.18
-1.958,37.18
-1.938,37.18
-1.918,37.18
-1.898,37.18
-1.878,37.18
-1.858,37.18
-1.838,37.18
-1.818,37.18
-1.798,37.18
-1.778,37.18
-1.758,37.18
-1.737,37.18
-1.717,37.18
-1.697,37.18
-1.677,37.18
-1.657,37.18
-1.637,37.18
-1.617,37.18
-1.597,37.18
-1.577,37.18
-1.557,37.18
-1.537,37.18
-1.517,37.18
-1.497,37.18
-1.477,37.18
-1.457,37.18
-1.437,37.18
-1.417,37.18
-1.397,37.18
-1.377,37.18
-1.357,37.18
-1.337,37.18
-1.317,37.18
-1.297,37.18
-1.277,37.18
-1.257,37.18
-1.236,37.18
-1.216,37.18
-1.196,37.18
-1.176,37.18
-1.156,37.18
-1.136,37.18
-1.116,37.18
-1.096,37.18
-1.076,37.18
-1.056,37.18
-1.036,37.18
-1.016,37.18
-0.996,37.18
-0.976,37.18
-0.956,37.18
-0.936,37.18
-0.916,37.18
-0.896,37.18
-0.876,37.18
-0.856,37.18
-0.836,37.18
-0.816,37.17
-0.796,37.17
-0.776,37.17
-0.756,37.17
-0.735,37.17
-0.715,37.17
-0.695,37.17
-0.675,37.17
-0.655,37.17
-0.635,37.17
-0.615,37.17
-0.595,37.17
-0.575,37.17
-0.555,37.16
-0.535,37.16
-0.515,37.16
-0.495,37.16
-0.475,37.16
-0.455,37.16
-0.435,37.16
-0.415,37.16
-0.395,37.15
-0.375,37.15
-0.355,37.15
-0.335,37.15
-0.315,37.15
-0.295,37.15
-0.275,37.14
-0.255,37.14
-0.234,37.14
-0.214,37.14
-0.194,37.13
-0.174,37.13
-0.154,37.13
-0.134,37.13
-0.114,37.12
-0.094,37.12
-0.074,37.12
-0.054,37.11
-0.034,37.11
-0.014,37.1
